都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
352080,0000600011,山口県,岩国市,レイクプラザやさか,レイクプラザヤサカ,,1001,山口県岩国市美和町百合谷10281番地1,,34.23619764,132.13964939,月水木金土日,08:30,17:30,,1時間：200円,,弥栄大橋の隣に位置し、２階のカフェテラスからは弥栄湖を一望できる。1階はレストランとお土産品売り場があり、地域の名産品を多く取り扱っている。,,生活交通バス　百合谷口バス停より徒歩１分,有り,多目的トイレ１棟,㈱やさか,0827-96-0569,,,,http://lakeplaza-yasaka.com/,
352080,0000600012,山口県,岩国市,美和パークゴルフ場,ミワパークゴルフジョウ,,1139,山口県岩国市美和町百合谷地内,,34.23638834,132.14043796,月水木金土日,09:00,17:00,8月中は午前6時から午後8時まで,１ラウンド　平日：大人1020円・小人510円、土・日・休日：大人1540円・小人710円,１ラウンド追加　平日：大人200円・小人100円、土・日・休日：大人300円・小人150円,弥栄湖と弥栄大橋の景色を堪能できる全18ホールのゴルフ場。老若男女を問わず、１年を通して利用客が多く訪れる。,,生活交通バス　百合谷口バス停より徒歩３分,有り,多目的トイレ１棟,美和パークゴルフ,0827-96-1838,,,,http://lakeplaza-yasaka.com/,
352080,0000600013,山口県,岩国市,弥栄湖レンタルボート,ヤサカコレンタルボート,,1099,山口県岩国市美和町百合谷地内,,34.23682518,132.14078665,月水木金土日,07:00,17:00,12月～2月までは午前8時から午後5時まで,駐車場：1回（1台）300円、浮き桟橋：1回（1艇）820円（駐車料金を含む）、釣り大会などの会場使用料：参加者1人につき510円（駐車料金を含む）,【釣り】フットターボ・ペダルボート：1時間610円・半日2050円・1日4110円・追加料510円、ローボート：1時間410円・半日1540円・1日3080円・追加料金410円、パイオニアカヌー：1時間410円・半日1230円・1日2460円・追加料金300円【レジャー】フットターボ・ペダルボート：1時間1020円・追加料510円、ローボート：1時間710円・追加料350円、パイオニアカヌー：1時間1020円・追加料510円；,観光やルアーフィッシングで弥栄湖を満喫できるレンタルボート。自家用ボートの搬入も可能。,,生活交通バス　百合谷口バス停より徒歩５分,有り,,㈱やさか,0827-96-0569,,,,http://lakeplaza-yasaka.com/,
352080,0000600014,山口県,岩国市,弥栄湖スポーツ公園,ヤサカコスポーツコウエン,,1106,山口県岩国市美和町黒沢地内,,34.23793906,132.128128,月水木金土日,09:00,17:00,利用可能日時は受付,【テニスコート】1コート1時間　平日：510円、土・日・休日：710円、【管理棟シャワー】1回100円、【グラウンド】2050円,,サッカー、野球等各種スポーツを楽しめる多目的グラウンドや、人工芝のテニスコート管理棟にはシャワールームも完備されている。春には花見スポットとしても人気がある。,,生活交通バス　黒沢バス停より徒歩５分,有り,多目的トイレ１棟,㈱やさか,0827-96-0569,,,,http://lakeplaza-yasaka.com/,
352080,0000600015,山口県,岩国市,弥栄キャンプ村,ヤサカキャンプムラ,,2314,山口県岩国市美和町釜ヶ原地内,,34.26568456,132.13565826,月水木金土日,09:00,17:00,4月～10月まで。利用可能日時は受付。,【デイユース】午前10時～午後3時　ケビン：3080円・オートキャンプ場：1020円、【1泊】午後4時～翌日の午前9時、ケビン：8220円・オートキャンプ場：2050円,,小瀬川を挟んで3つのキャンプ場がある。豊かな自然に囲まれて、ゆったりとしたひとときを満喫できる。それぞれに炊飯棟、トイレを完備。弥栄キャンプ場には5棟のケビン、売店やシャワー設備もある。,,生活交通バス　大三郎バス停より徒歩１０分,有り,,㈱やさか,0827-96-0569,,,,http://lakeplaza-yasaka.com/,
352080,0000600016,山口県,岩国市,長谷日宛さざなみ公園,ナガタニヒナタサザナミコウエン,,1002,山口県岩国市美和町大根川地内,,34.22262035,132.12473104,月火水木金土日,,,,,,弥栄湖の長谷・日宛地区側に位置する公園。菖蒲園の散策や昆虫観察、水辺生物観察ができる。ホタルが多く見られることでも有名。,,生活交通バス　日宛バス停より徒歩５分,有り,多目的トイレ１棟,美和総合支所　地域振興課,0827-96-1111,,,,,
352080,0000600017,山口県,岩国市,大根川みがき公園,オオネガワミガキコウエン,,1002,山口県岩国市美和町大根川地内,,34.22788832,132.12656949,月火水木金土日,,,,,,弥栄湖の大根川地区に位置する公園。昆虫観察の森、観光栗園を通る遊歩道があり、ゆったり散歩できる。秋には栗拾いイベントを開催し、人気がある。,,生活交通バス　上大根川バス停より徒歩３分,有り,多目的トイレ１棟,美和総合支所　地域振興課,0827-96-1111,,,,,
352080,0000600018,山口県,岩国市,がんね白滝公園,ガンネシラタキコウエン,,1002,山口県岩国市美和町岸根地内,,34.24041069,132.13372707,月火水木金土日,,,,,,弥栄湖の岸根側に位置する公園。近隣公園では珍しいラジコンサーキット場やバスケットコートなどがある。東屋、トイレも設置されている。,,生活交通バス　岸根バス停より徒歩３分,有り,多目的トイレ１棟,美和総合支所　地域振興課,0827-96-1111,,,,http://lakeplaza-yasaka.com/,
352080,0000600019,山口県,岩国市,明神原なごみ広場,ミョウジンバラナゴミヒロバ,,1002,山口県岩国市美和町中垣内地内,,34.23785267,132.12324344,月火水木金土日,,,バーベキュー棟の利用は先着順,,,弥栄湖の上流、中垣内地区に位置する公園。水車小屋と炭焼き小屋、開放的な芝生空間の中の小川のせせらぎは、田舎の風景をイメージしている。バーベキュー小屋もある。,,生活交通バス　中垣内バス停より徒歩５分,有り,,美和総合支所　地域振興課,0827-96-1111,,,,http://lakeplaza-yasaka.com/,
352080,0000600020,山口県,岩国市,百合谷水辺公園,ユリタニミズベコウエン,,1002,山口県岩国市美和町百合谷地内,,34.23268206,132.13849397,月火水木金土日,,,,,,弥栄湖の百合谷地区側に位置する公園。広大な斜面に四季折々の花が植えられた花壇があり、季節を満喫しながら散歩できる。,,生活交通バス　百合谷口バス停より徒歩１５分,有り,,㈱やさか,0827-96-0569,,,,http://lakeplaza-yasaka.com/,
