都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
271403,407,大阪府,堺市,堺伝統産業会館,サカイデントウサンギョウカイカン,Sakai City Traditional Crafts Museum,,堺市堺区材木町西1丁1-30,,135.283868,34.34582803,月火水木金土日,10:00,17:00,休館日　年末年始(12月29日?1月3日)　※防災点検や機器点検のため臨時休館する場合があります。,無料,,"堺の伝統産業を一堂に集めた施設です。
従来の刃物だけでなく線香、注染和晒、緞通、昆布、自転車、和菓子などの体験・学習・展示コーナーや、各業界の逸品、堺ゆかりの名産品を販売するショップ。さまざまな珍しい刃物やプロ用刃物を展示・販売する堺刃物ミュージアムがあります。
プロの料理人の約9割が使用しているといわれる伝統の堺打刃物をはじめ、堺のさまざまな伝統産業に触れることができます。
1Fには刃物、線香、注染和晒、緞通、昆布、自転車、鯉幟、和菓子の体験・学習・展示コーナー「匠のひろば」、堺の逸品、名産品を販売するショップ「堺いち」、2Fには刃物工程見本や刃物種類見本、堺刃物、堺打刃物を展示する「堺刃物ミュージアム」があります。","A facility that brings all of the traditional industries of Sakai together under one roof. Here there are areas where you can experience, learn about, or view exhibits on knives, incense sticks, chusen dyeing, rugs, seaweed, bicycles and confectionery, a shop where you can buy superb items and products from Sakai, and the Sakai Knife Museum, allowing you to come into contact with the traditional industries of Sakai.

A facility that brings all of the traditional industries of Sakai together under one roof. 
Inside you will find areas where you can experience, learn about, or view exhibits on not only knives but also incense sticks, chusen dyeing, rugs, seaweed, bicycles and confectionery, as well as a shop where you can buy superb items from each industry and products with connections to Sakai. There is also the Sakai Knife Museum, that exhibits and retails a variety of rare knives and knives for professional use.
This is your chance to come into contact with the variety of traditional industries in Sakai, starting with traditional Sakai knives that are said to be used by 90% of professional chefs.
On the first floor you will find the “Master’s Square,” where you can experience, learn about, or view exhibits on knives, incense sticks, chusen dyeing, rugs, seaweed, bicycles and confectionery, as well as the shop “Sakai Ichi” where you can buy superb item and products from Sakai. On the second floor is the Sakai Knife Museum, which exhibits examples from the knife making process, various kinds of knife, and knives made in Sakai.",阪堺線「妙国寺前駅」下車、南海バス「花田口バス停」下車,なし　※駐車場がありませんので公共交通機関をご利用ください。,,堺伝統産業会館(旧堺刃物伝統産業会館),072-227-1001,,,,https://www.sakai-tcb.or.jp/spot/detail/407,
271403,70,大阪府,堺市,堺市博物館,サカイシハクブツカン,Sakai City Museum,,堺市堺区百舌鳥夕雲町2丁(大仙公園内),,135.2903781,34.33320866,火水木金土日,09:30,17:15,"9:30?17:15(入場は16:30まで)
休館日　月曜日(祝休日の場合は開館)、祝休日の翌日(翌日が土・日曜日の場合は開館)、年末年始",200,一般200円、高校・大学生100円、小・中学生50円※特別の展示を行うときには、金額が変わる場合があります。※市内在住・在学の小・中学生、市内在住の65歳以上、障害のある方は無料(証明するものをご提示ください)。,"堺の歴史を一目瞭然に知ることのできる博物館です。約1,330㎡の展示室には、古代・中世・近世・近代のコーナーに分けて歴史の流れを紹介しています。また春と秋にはテーマを絞った特別展も催されます。
堺を中心とした歴史、美術、考古、民俗、産業などの文化資料を調査、収集、保管、これらを活用した展示、研究、情報提供を通して市民の生涯学習と、文化の向上発展に資することを目的として、展示室・ギャラリーでの展示事業、視聴覚室・学習室・講義室での講座の開催などを行っています。","Exhibits of history, art, archeology and folk materials allow you to take in all of Sakai's history and culture. As well as an introduction to the history of the city from ancient to modern times, you can also enjoy planned and special exhibits with a variety of different themes.

A museum that allows you to obtain a full understanding of the history of Sakai in single glance. The exhibition hall of approx. 1,330 square meters is divided up into areas for ancient times, the middle ages, early modern, and modern times, introducing the flow of the history of the city. Special exhibits on specific themes are also held in spring and fall.
The museum aims to promote lifelong learning for the people of the city through the investigation, collection, management, exhibition, research and provision of information regarding cultural materials relating to such topics as history, art, archeology, folklore and industry, all centered around Sakai, while also seeking to making a contribution to the enhancement and development of culture through exhibits in the exhibition hall and gallery as well as the holding of lectures in the audio-visual room, classrooms and lecture rooms.",JR阪和線「百舌鳥駅」下車,"大仙公園駐車場／乗用車108台(2時間まで200円、以降1時間毎に100円追加、5時間以上600円)、バス18台(1台1回1,000円)",,堺市博物館,072-245-6201,,,,https://www.sakai-tcb.or.jp/spot/detail/70,
271403,140,大阪府,堺市,舳松人権歴史館,ヘノマツジンケンレキシカン,,,堺市堺区協和町2丁61-1（人権ふれあいセンター内1F）,,135.2809776,34.33535906,火水木金土日,09:30,18:30,休館日　月曜日（祝休日の場合は開館）・年末年始,無料,,"同和問題の啓発と学習を目的として、部落差別に関する歴史や実態をグラフィックや実物資料、再現模型などで紹介しています。
舳松人権歴史館には、くらし・しごと・歴史・教育・啓発・特別展示の各コーナーからなる展示室、舳松出身の将棋名人・阪田三吉の業績を顕彰する阪田三吉記念室と人権資料・図書室があります。

部落差別に関する歴史や実態を調査・研究するとともに、地域の人々の生活・文化・労働に関わる資料・文献などを収集・展示することによって、同和問題の正しい理解を深め早期解決に向けての啓発と学習の場として設置しています。
展示室はくらし・しごと・歴史・啓発・教育・特別展示のコーナーで構成しています。実物大模型で再現されたジオラマや大型グラフィックなどでその時代の様子を表現し、部落差別とその中でたくましく生きた人々の歴史をとおして、人権の尊さを学びます。
また、阪田三吉記念室では、この地出身の将棋名人・阪田三吉を映像「さんきい物語」や、ゆかりの品、記録写真などにより紹介し、業績を顕彰しています。

※「阪田三吉」の「吉」は機種依存文字の為、代用文字を使用しています。正しくは、吉の上辺は土です。",,阪堺線「御陵前駅」「東湊駅」下車、南海バス「大仙西町団地前バス停」「旭ヶ丘北町バス停」「御陵通三丁バス停」下車,,,舳松人権歴史館,072-245-2536,,,,https://www.sakai-tcb.or.jp/spot/detail/140,
271403,409,大阪府,堺市,堺市立町家歴史館　清学院,サカイシリツマチヤレキシカン　セイガクイン,Sakai Municipal Machiya Historical Museum Seigakuin,,堺市堺区北旅籠町西1 丁3-13,,135.2858114,34.35279605,月水木金土日,10:00,17:00,"10:00?17:00(入館は16:30まで)
休館日　火曜日(祝日の場合は翌日)、年末年始(12月29日?1月3日)",100円(中学生以下・市内在住の65歳以上の方・障害のある方は無料),,"堺環濠都市区域の北端にあり、元禄2年(1689年)の「堺大絵図」では「山伏清学院」の名で描かれるなど、修験道の寺院としての歴史を持つとともに、江戸後期から明治初期には「清光堂」の名で寺子屋としても使われ、北旅籠町で生まれ仏典を求めて日本人で初めてヒマラヤ山脈を越えた河口慧海(1866年?1945年)もここで学びました。
江戸時代後期の建築で歴史的文化資源として貴重で、平成14年(2002年)には国の登録有形文化財に指定されています。狭い敷地内に不動堂、庫裏、門がコンパクトにまとめられ、不動堂と庫裏は間取りとしては一体となっていますが、外観上は不動堂部分のみ切妻屋根を一段高く上げ独立した建物の様相となっています。
公開にあたり保存修理工事を行い、平成23年10月から「堺市立町家歴史館 清学院」として開館されています。
修理工事中発見された清光堂の寺子屋教科書のほか、今回初公開となる昭和6年(1931年)に慧海が堺在住の親戚に贈った自筆和歌入りの鉄瓶と絵葉書など慧海に関係する資料を展示。奥座敷には当時使われていた文化5年(1808年)の銘のある天神机や文机、小型の硯なども置かれています。
また、館内では観光ボランティアガイドによる案内も行われます。

【堺市立町家歴史館 清学院・山口家住宅共通入館券】
清学院・山口家住宅両館に入館できるお得な共通入館券250円をご利用ください。","Alongside its history as a training temple this building was also used to teach children from the end of the Edo period to the start of the Meiji period, and was where Ekai Kawaguchi studied, the man who went on to become the first Japanese person to cross the Himalayas in his search for Buddhist texts. It became a nationally registered tangible cultural property in 2002.

Located on the north edge of the Sakai moat region, this building has a history as a training temple, including appearing in the grand map of Sakai from 1689 under the name of Yamabushi Seigakuin. In addition to that, however, from the end of the Edo period to the start of the Meiji period it was also used as a private school to teach local children to read and write, under the name of the “Seikodo.” In fact, during that time Ekai Kawaguchi (1866 - 1945) also studied here, the man who went on to become the first Japanese person to cross the Himalayas in his search for Buddhist texts.
A valuable historical resource as a building from the end of the Edo period, it became a nationally registered tangible cultural property in 2002. The main room, kitchen, living quarters, and gate all fit compactly into the narrow grounds, and while the main room and living space are a single chamber inside, from the outside just the main room section has an elevated gable roof, creating a structure with quite a unique appearance.
Preservative repairs were performed in preparation for its opening to the public, and then from October 2011 it opened as the Sakai Municipal Machiya Historical Museum Seigakuin.
As well as exhibiting Seikodo textbooks used in the teaching of the children, items that were found during the repair work, materials relating to Ekai are also on display. These include an iron kettle that he sent to relatives living in Sakai in 1931, being displayed for the first time, and that is inscribed with a poem of his own composing, as well as other collections of his writings. The inner parlor includes such items as period desks with 1808 inscriptions and small ink stones.
Furthermore, you can be guided around the interior by tourism volunteer guides.

<font color=""navy"">[Sakai Municipal Machiya Historical Museum Yamaguchi Residence and Seigakuin Shared Admittance Tickets]</font>
You can buy a convenient ticket that allows admittance to both the Yamaguchi Residence and the Seigakuin for just 250 yen.",南海線「七道駅」下車、阪堺線「高須神社駅」下車,なし　※駐車場がありませんので公共交通機関をご利用ください。,,堺市立町家歴史館 清学院,072-228-1501,,,,https://www.sakai-tcb.or.jp/spot/detail/409,
271403,157,大阪府,堺市,堺市立町家歴史館　山口家住宅,サカイシリツマチヤレキシカン　ヤマグチケジュウタク,Sakai Municipal Machiya Historical Museum Yamaguchi Residence,,堺市堺区錦之町東1丁-2-31,,135.2857333,34.35121447,月水木金土日,10:00,17:00,10:00?17:00(入館は16:30まで),200,200円(20人以上の団体は160円、中学生以下・市内在住の65歳以上の方・障害のある方は無料),"山口家住宅の主屋は慶長20年(1615年)、大坂夏の陣の戦火により市街地が全焼した直後に建てられた、国内でも現存する数少ない江戸初期の町家のひとつとして、昭和41年(1966年)に国の重要文化財に指定されています。
江戸時代の堺は鉄砲や包丁、織物などの製造業を中心に発達し、商業のまちとしても成熟していきます。今でも錦之町東から神明町にかけての一帯には、そのたたずまいをほうふつとさせるまちなみが現存。堺の町家暮らしの雰囲気を今日に伝え、その豊かな暮しを思い起こさせる全国的にも極めて貴重な民家です。
現在の入口は敷地南側ですが、建築当初は東側を表にしていたことが元禄2年(1689年)の「堺大絵図」からわかります。広い土間に面して畳の部屋が3室並び、土間には梁(はり)と束・貫で構成する小屋組みが見られ壮大な空間を作っています。
その後安永4年(1775年)に西土蔵、寛政12年(1800年)に北土蔵を建築するなど、現在の間取りが完成しました。また北側には樹齢200年の大ハゼの木を中心とする庭があり、主屋から観ることができます。
江戸時代には「京の着倒れ大坂の食い倒れ」とともに、「堺の建て倒れ」と例えられたように、堺衆は建物に贅を凝らしたといわれていますが、この建物はその名残りを示すひとつです。
伝統的な堺の町家暮らしを感じることができる、魅力溢れる施設として整備がおこなわれ、平成21年10月26日から新たに「堺市立町家歴史館 山口家住宅」としてオープンしました。内部では観光ボランティアガイドによる案内もあります。

【堺市立町家歴史館 山口家住宅・清学院共通入館券】
山口家住宅・清学院両館に入館できるお得な共通入館券250円をご利用ください。","This building was created in 1615, immediately after the city was razed to the ground during the Osaka Summer Campaign, and is one of the few remaining early Edo period Machiya houses. It is a nationally designated important cultural property, and a highly appealing facility where you can experience the traditional Sakai lifestyle.

The main building here, the Yamaguchi residence, was created in 1615 immediately after the city was razed to the ground during the Osaka Summer Campaign. As one of the few remaining early Edo period Machiya houses in Japan, it became a nationally designated important cultural property in 1966.
During the Edo period Sakai developed centered in the manufacturing of guns, knives, and textiles, maturing as a city of commerce. The region from Nishikinochohigashi to Shinmeicho still retains the aspect of those times. This residence is extremely precious even when considered on a national level, imparting the atmosphere of a Sakai long past into the present day and evoking the rich living of past.
While the entrance is currently on the south side, the grand map of Sakai from 1689 indicates that the east side used to be the frontage. There are three tatami mat rooms facing onto the wide entryway, which also offers a wonderful view of a spreading truss roof.
Further construction, including the storehouse in the west added in 1775 and the one in the north in 1800, led to the current layout. There is also a garden on the north side centered around a large wax tree more than 200 years old, and which can be viewed from the main building.
Sakai buildings during the Edo period were known across the country for their luxury, even leading to idioms in the Japanese language, and this building is one remnant of that time. Tourism volunteer guides are also stationed inside.

<font color=""navy"">[Sakai Municipal Machiya Historical Museum Yamaguchi Residence and Seigakuin Shared Admittance Tickets]</font>
You can buy a convenient ticket that allows admittance to both the Yamaguchi Residence and the Seigakuin for just 250 yen.",阪堺線「綾ノ町駅」下車,なし,,堺市立町家歴史館　山口家住宅,072-224-1155,,,,https://www.sakai-tcb.or.jp/spot/detail/157,
271403,138,大阪府,堺市,平和と人権資料館,ヘイワトジンケンシリョウカン,,,堺市中区深井清水町1426　堺市教育文化センター(ソフィア・堺)図書館棟1階,,135.2928337,34.3203391,火水木金土日,09:30,17:00,休館日　月曜日(祝休日の場合は火曜日も)、祝休日(日曜日の場合は開館し火曜日休館)、年末年始、館内整理日(6月30日・9月30日・1月4日・3月31日 ※月曜日のときは火曜日も),無料,,"市の人権擁護都市宣言、非核平和都市宣言の趣旨を生かし、戦争の悲惨さ、平和の尊さとお互いの人権を守ることの大切さを訴え、次世代に伝えるために開設した施設です。「こころにひびくミュージアム」として、常設展示のメッセージを「いのちの大切さ」とし、平和・人権・環境の3つのゾーンで構成しています。
堺大空襲のビオラマ・ファンタビューや図書・ビデオコーナーなどもあり、平和と人権に関する情報提供をしています。展示室では「感じる展示」として物語展示と実地体験型展示を、「資料展示」としてパネルや実物などの展示を行うとともに映像情報検索ができます。",,泉北高速鉄道「深井」駅下車、南海バス「中深井バス停」下車,,,平和と人権資料館,072-270-8150,,,,https://www.sakai-tcb.or.jp/spot/detail/138,
271403,62,大阪府,堺市,一般財団法人 小谷城郷土館,コタニジョウキョウドカン,Kotani Castle,,堺市南区豊田1602-1,,135.2954403,34.29356231,火水木金土日,10:00,16:00,"10:00?16:00（15:30までに入館）
休館日　月曜日（月曜日が祝日の場合は翌日休館）、８月、年末年始",,,"小谷城郷土館は、約800年前の鎌倉時代から続く小谷家の邸宅の一部を国の登録博物館として一般公開しています。館内には、小谷家伝来の武家用具・美術品の他、小谷家が使用していた農具また、第三十九代小谷方明翁が収集した民俗・考古学資料等を展示しています。
江戸時代に建設された主屋・米蔵・門長屋は、国の登録有形文化財で、泉北地域を代表とする歴史的景観です。
【門長屋は、伯太藩(和泉市伯太町）より明治の廃藩置県の折に移築されました。】
　小谷城は、鎌倉時代に栂山城・豊田城とともに鼎城とよばれ、平氏一族であった小谷氏の居城であります。自然の山をそのまま利用した山城で、堺市で一番古い城跡の一つであります。","Kotani-Castle is part of the household of the Kotani family, a lineage that can be traced back to the Kamakura period almost 800 years ago, open to the public as a nationally registered museum. Inside you will find military artifacts and works of art passed down by the Kotani family, as well as agricultural tools used by them, and exhibits of folk and archaeological records collected by the 39th head of the family.
The main house, rice store and gatehouse built during the 17th - 18th centuries are nationally registered tangible cultural properties, and comprise historic scenery that is representative of the Senboku region.
The gatehouse was moved from the Hakata Domain (Hakata Town, Izumi City) upon the abolition of clans and establishment of prefectures in 1871.
In the 13th century Kotani-Castle itself was known as a district castle, alongside Togayama and Toyoda castles, and was the home of the Otani, members of the Taira clan. A castle that made full use of the natural mountain, it remains as one of the oldest castle ruins in Sakai City.",南海バス「若竹大橋バス停」下車5分,有（15台、バス3台）,,一般財団法人 小谷城郷土館,072-296-8435,,,,https://www.sakai-tcb.or.jp/spot/detail/62,
271403,36,大阪府,堺市,堺市立みはら歴史博物館(M・Cみはら),サカイシリツミハラレキシハクブツカン(エムシーミハラ),Sakai Municipal Mihara History Museum (MC Mihara),,堺市美原区黒山281,,135.333558,34.32528881,火水木金土日,09:30,17:15,"9:30?17:15(入館は16:30まで)
※ホール利用の場合は9:00?21:00
休館日　月曜日(祝休日の場合は開館)、祝休日の翌日(土・日曜日、祝休日の場合は開館）、年末年始",200,常設展200円、企画展300円、特別展500円※中学生以下、市内在住の65歳以上、障害のある方は無料(証明するものをご提示ください),"「カタチ造りの達人」をグランドコンセプトに、歴史遺産である中世の鋳造技術者集団「河内鋳物師」、24領の鉄製甲冑が出土した「黒姫山古墳」をメインテーマとした展示と、文化・芸術に触れ交流できるホールとの複合施設です。愛称の「Ｍ・Ｃみはら」はMuseum(博物館)とCommunity(交流)をイメージしています。

平成24年6月30日、ＮＰＯ法人河内鋳物師顕彰会の寄贈により、「平成の梵鐘」が博物館入口前東側の鐘楼に設置されました。この梵鐘は、重さ385kg、高さ1.2m、直径0.7ｍで、同会会員をはじめ市民、企業からの寄付金により、鋳造することができたものです。","The grand concept for this museum is “masters of creating form.” It is a complex that includes exhibits with the main themes of the metal casting group in the middle-ages called the Kawachi Imoji, and the Kurohimeyama Tumulus from which metal armor from 24 territories has been excavated, along with a hall where you can come into contact with culture and art.

The grand concept for this museum is “masters of creating form.” It is a complex that includes exhibits with the main themes of historical heritage, including the metal casting group in the middle-ages called the Kawachi Imoji, and the Kurohimeyama Tumulus from which metal armor from 24 territories has been excavated, along with a hall where you can come into contact with culture and art. The “MC” in the name comes from “Museum” and “Community.”

<font color=""navy"">[Heisei Temple Bell]

On June 30, 2012, the “Heisei Temple Bell” was placed in the temple tower to the east side of the museum entrance, a donation from the NPO Kawachi Imoji Honoring Association. This bell weighs 385kg, is 1.2m tall and has a diameter of 0.7m, and was created thanks to donations from the Honoring Association, citizens of Sakai, and other companies.</font>",近鉄バス「大保バス停」下車、南海バス「下黒山西バス停」下車、南海バスまたは近鉄バス「黒姫山古墳前バス停」下車,あり,,堺市立みはら歴史博物館(M・Cみはら),072-362-2736,,,,https://www.sakai-tcb.or.jp/spot/detail/36,
271403,434,大阪府,堺市,さかい利晶の杜,サカイリショウノモリ,Sakai Plaza of Rikyu and Akiko,,堺市堺区宿院町西２丁１?１,,,,月火水木金土日,09:00,18:00,"・千利休茶の湯館、与謝野晶子記念館、観光案内展示室　9:00?18:00
・茶の湯体験施設　10:00?17:00
休館日　千利休茶の湯館、与謝野晶子記念館、茶の湯体験施設:第3火曜日（祝日の場合は翌日）、年末年始●観光案内展示室:年末年始",300,"・観光案内展示室：無料・千利休茶の湯館、与謝野晶子記念館：大人（大学生含む）300円、高校生200円、小・中学生100円・立礼呈茶（抹茶と和菓子）：大人（大学生含む）500円、高校生400円、小・中学生300円・茶室お点前体験[予約制]：大人（大学生含む）500円、高校生400円、小・中学生300円・「さかい待庵」特別観覧セット[予約制]※展示観覧・立礼呈茶含む：大人（大学生含む）1,000円、高校生800円、小・中学生500円","　千利休と茶の湯を歴史文化から解き明かす「千利休茶の湯館」、歌人与謝野晶子の作品世界とその生き方に触れる「与謝野晶子記念館」、堺観光の基点となる「観光案内展示室」などがあります。
　千家茶道由来の地である千利休屋敷跡に面した「茶の湯体験施設」では、表千家・裏千家・武者小路千家のお点前により椅子席でお抹茶とお菓子を味わっていただく立礼呈茶や、茶道三千家の指導のもとお客様自身がお茶を点てる茶室お点前体験などを楽しんでいただけます。
　また、千利休がつくった茶室で唯一現存する国宝の茶室「待庵」の創建当初の姿を復元した「さかい待庵」があり、外観の見学だけではなく、その室内まで入ることもできます。","A cultural tourism facility that seeks to impart the appeal of Sakai’s history and culture to the world through the lives and characters of the Sakai born master of tea Sen no Rikyu, and the poet and pioneer of Japanese modern literature Akiko Yosano.

Here you will find the “Sen no Rikyu Tea Hall,” revealing the history and culture of Sen no Rikyu (1522-1591) and the tea ceremony, the “Akiko Yosano Memorial Hall” where you can touch upon the works of the poet Akiko Yosano (1878-1942) and her life, and the “Sightseeing Guide Exhibition” that acts as a base for sightseeing in Sakai.
The “Tea Ceremony Experience Facility,” facing on the site of Sen no Rikyu's House that has such a strong connection to Senge tea ceremony, you can enjoy tea and confections served in all three of the Senge tea ceremony forms while sitting in a chair, as well as experiencing pouring tea for yourself under the instruction of tea ceremony practitioners.
You will also find the “Sakai Taian,” a recreation of the “Taian” national treasure tea room, the only tea room remaining created by Sen no Rikyu. You can not only take in the outside but also go inside.","・阪堺線「宿院」駅
・南海高野線「堺東」駅
＜堺東駅前?E番のりば＞堺まち旅ループ/約6分/220円
＜堺東駅前?M番のりば＞堺駅前行き/23番・24番/約6分/220円
・南海本線「堺」駅
＜堺駅東口?@番のりば＞河内松原駅前行き/23番/約3分/220円
＜堺駅東口?C番のりば＞南回り/22番・特22番/約5分/220円
＜堺駅南口?@番のりば＞北野田駅前行き/31番・32番・32-1番/約2分/220円
＜堺駅南口?A番のりば＞地下鉄新金岡駅前行き/初芝駅前行き
　　　　　　　　　　　35番・特35番・特33番/約2分/220円","＜普通車＞1時間200円（1日最大料金　 駐車後24時間　1,400円）　※施設利用者には、一定の駐車料金の割引サービスがあります。     ＜バス＞一回1,000円　※要予約（原則一回2時間まで）",,さかい利晶の杜,072-260-4386,,,,https://www.sakai-tcb.or.jp/spot/detail/434,
271403,1155,大阪府,堺市,百舌鳥古墳群ビジターセンター,モズコフングンビジターセンター,,,堺市堺区百舌鳥夕雲町2-160,,,,月火水木金土日,09:00,18:00,休館日　年末年始,無料,,"令和3年3月13日（土）に、世界遺産「百舌鳥・古市古墳群」の価値や魅力を伝えるガイダンス機能等を備えた「百舌鳥古墳群ビジターセンター」がオープンします。
 　8?空撮映像で古墳群の雄大さを体感できるシアターや古墳グッズの販売のほか、観光案内所では、レンタサイクルの貸し出しや手荷物預かりサービス等も実施しています。
 　本施設内の各コーナーに関する概要は以下のとおりです。
 〇概要
・展示コーナー 　
 　世界遺産の価値と古墳群の魅力の入門的展示
・シアター
　壁面や床面に投影する超高精細な8K空撮映像等で、百舌鳥・古市古墳群の雄大さや堺の歴史文化を体感
・観光案内所
　堺を快適に周遊できるよう観光情報を提供。古墳群の周遊に便利なレンタサイクルの貸出しや手荷物預かり等を実施
・物販コーナー
　古墳グッズや堺の名産品を販売
 百舌鳥古墳群ビジターセンターのPR動画もぜひご覧ください。",,JR阪和線「百舌鳥駅」から西へ350ｍ,"大仙第3公園駐車場／乗用車108台(2時間まで200円、以降1時間毎に100円追加、5時間以上600円)、バス18台(1台1回1,000円)",,百舌鳥古墳群ビジターセンター,072-245-6682 ,,,,https://www.sakai-tcb.or.jp/spot/detail/1155,
271403,350,大阪府,堺市,大仙公園観光案内所,ダイセンコウエンカンコウアンナイショ,Daisen Park Tourist Information Center,,堺市堺区百舌鳥夕雲町2-160（百舌鳥古墳群ビジターセンター内）,,135.291234,34.3334637,月火水木金土日,09:00,17:00,休所日　年末年始,,,"堺観光をより便利に快適に楽しんでいただくため、堺まちあるきマップなどのパンフレットをはじめ、堺観光に関する情報が用意されています。観光ボランティアガイドも常駐し(10：00?16：30、年末年始を除く)堺観光の相談ができます。また、レンタサイクルの貸出もあります。
大仙公園観光案内所は仁徳天皇陵古墳のすぐ近く。堺市のシンボルパーク大仙公園に隣接し、緑に囲まれたサイクリングにぴったりの環境です。また、おみやげ品の販売もしています。

※貸出には運転免許証や健康保険証などの本人確認ができる証明書が必要です。","Here you can find Sakai sightseeing information, such as the Sakai Sightseeing Guidebook, as well as volunteer tourism guides who can provide advice on the best things to see. Located next to Daisen Park and with the Nintoku-Tenno-Ryo Tumulus nearby, you can also rent bicycles (regular bicycle: 300 yen, electric assist bicycle: 500 yen), and there are souvenirs on sale.

The Daisen Park Tourist Information Center offers a selection of information relating to sightseeing, including pamphlets such as a map of places to see, all intended to make sightseeing in the city more convenient and accessible. Volunteer tourism guides are also always on hand during opening hours (10:00 ~ 16:30, not including the end of year period), providing guidance about what to see in Sakai. You can also rent bicycles.
This information center is located close to the Nintoku-Tenno-Ryo Tumulus. It is also next to Daisen Park, a symbol of the city, making it the perfect environment for cycling through some verdant greenery. You can also find souvenirs on sale.

  *A form of identification is required when renting bicycles, such as a driving license or health insurance.",ＪＲ阪和線「百舌鳥駅」より北西へ350m,"大仙公園駐車場／乗用車108台(2時間まで200円、以降1時間毎に100円追加、5時間以上600円)、バス18台(1台1回1,000円)",,大仙公園観光案内所,072-245-6207,,,,https://www.sakai-tcb.or.jp/spot/detail/350,
271403,349,大阪府,堺市,堺駅観光案内所,サカイエキカンコウアンナイショ,Sakai Station Tourist Information Center,,堺市堺区戎島町3-22-1,,135.2805673,34.34528197,,09:00,18:00,休所日　年末年始,,,堺観光をより便利に快適に楽しんでいただくため、堺まちあるきマップなどのパンフレットをはじめ、堺観光に関する情報が用意されています。また、レンタサイクルの貸出もあります。堺駅観光案内所は、南海堺駅ビル1Fにあり、南蛮貿易で栄えた中世堺の面影を残す堺駅周辺の観光の起点に最適です。※貸出には運転免許証や健康保険証などの本人確認ができる証明書が必要です。,"Here you can find Sakai sightseeing information, such as the Sakai Sightseeing Guidebook, as well as volunteer tourism guides who can provide advice on the best things to see. You can also rent bicycles (regular bicycle: 300 yen, electric assist bicycle: 500 yen), making this the perfect place from which to set out and explore the historical sights that remain around Sakai Station.

The Sakai Station Tourist Information Center offers a selection of information relating to sightseeing, including pamphlets such as a map of places to see, all intended to make sightseeing in the city more convenient and accessible. 
Volunteer tourism guides are also always on hand during opening hours (10:00 ~ 16:30, not including the end of year period), providing guidance about what to see in Sakai. You can also rent bicycles.
There are two locations for the Sakai Station Tourist Information Center, 1F in the Nankai Sakai Station Building and next to the ticket gates at Sakai Station West Exit. Either one marks the perfect starting point to explore the vicinity of Sakai Station, which still retains many features from when Sakai flourished as a city of trade during the middle ages. There is also an exhibit of Sakai local industries next to the ticket gates at Sakai Station West Exit.

 *A form of identification is required when renting bicycles, such as a driving license or health insurance.

　<font color=""green"">For more details about Sakai sightseeing rental bicycles, please click the URL below.</font>
　　　　　http://www.sakai-tcb.or.jp/en/rentalcycle/

<font color=""navy"">[Take a tour of engravings of Akiko Yosano’s works on a rental bicycle!]
There is also a panel located here that clearly explains the locations of the engravings around the city of works by Akiko Yosano, famous poet and feminist pride of Japan who was born in Sakai. Pick up a pamphlet to guide you on your way, take to your trusty (rented) steed, and set out to seek a slice of literary history.</font>

<font color=""navy"">[Commemorate your visit to Sakai with a photo against a background panel rich in the city’s history!]
From the middle-ages, Sakai was a city of trade, allowing for the exchange of a variety of cultures. This history is recorded in screen doors currently housed at the Sakai City Museum, and a panel recreating these screens can be used here as the backdrop for a commemorative photo of your visit to the city. You can freely take photos yourself using the panel, and those who wish to can even dress in period attire, (no charge for photographs or loan of clothing).</font>",南海線「堺駅」下車すぐ,なし,,堺駅観光案内所,072-232-0331,,,,https://www.sakai-tcb.or.jp/spot/detail/349,
271403,,大阪府,堺市,堺東観光案内所,サカイヒガシカンコウアンナイジョ,,,堺市堺区三国ヶ丘御幸通39-1,,,,月火水木金土日,09:00,19:00,休所日　年末年始,,,堺観光ガイドブックなど堺観光情報を取り揃えています。英会話のできるスタッフが常駐していますので、海外からのお客様も安心してご利用いただけます。堺市の玄関口「堺東駅」西出口バスターミナルそばにあり、堺市優良観光みやげ品などの販売もおこなっております。,,南海高野線堺東駅　西出口バスターミナルそば,なし,,堺東観光案内所,072-238-7174 ,,,,,
271403,133,大阪府,堺市,反正天皇陵古墳（田出井山古墳）,ハンゼイテンノウリョウコフン（タデイヤマコフン）,,,堺市堺区北三国ヶ丘町2丁,,135.2918077,34.34329184,,,,,,,"百舌鳥古墳群の北端にある前方部を南に向けた前方後円墳で、現在は百舌鳥耳原三陵の北陵・反正天皇陵として宮内庁が管理しています。墳丘の規模は全長約148m、後円部径約76m、高さ約13m、前方部幅約110m、高さ約15mで百舌鳥古墳群では7番目の大きさです。仁徳天皇陵古墳の1/3ほどの大きさで、天皇陵では小さいほうですが理由はよくわかっていません。墳丘は3段に築かれその形や出土した埴輪から、5世紀中頃に造られたと考えられています。
現在一重の盾型周濠がめぐっていますが、周囲で行われた発掘調査で、かつて二重濠があったことが確認されています。",,南海高野線「堺東駅」下車、JR阪和線「堺市駅」下車,,,,,,,,https://www.sakai-tcb.or.jp/spot/detail/133,
