都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考,郵便番号,料金要否,駐車場_有無,利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像_詳細,最終確認日
131148,11,東京都,中野区,象小屋跡,ゾウゴヤアト,,0603a,東京都中野区本町2-32,朝日が丘公園内,35.695053,139.680939,,,,,,,江戸名所図会に「中野に象厩を立ててそれを飼おせられし」とある象小屋は、写真の辺りにあったといわれています。当時、象は大変珍しい動物で人々の好奇心をそそり、書物や象にちなんだ調度品などが盛んに作られました。中野の象は、享保13年（1728）中国人貿易商鄭大威が安南（今のベトナムあたり）から連れて来たもの。京都で中御門天皇と霊元法王の謁見を受け、江戸で将軍吉宗が上覧した後、しばらく浜御殿に飼われていました。後にこの像を下げ渡された中野村の源助は、成願寺近くに象小屋を建てて飼育を続けました。寛保2年（1742）に病死した後、皮は幕府に献上され、牙一対は源助に与えられました。この牙は、宝仙寺（現、中央2丁目）に保存され、戦災にあいました。,,東京メトロ丸ノ内線・都営大江戸線「中野坂上」駅から徒歩7分,,,,,,,,,歴史・旧跡,164-0012,,,,,,,,2020/11/18
131148,12,東京都,中野区,福寿院,フクジュイン,,0702a,東京都中野区本町3-12-9,,35.694065,139.674835,,,,,,,元応元（1319）年、本町5丁目あたりに薬師堂があったと伝えられていますが、明和年間の火災で焼失し、のちに現在地に移り、福寿院となりました。福寿院には文和3(1354)年、貞治4(1365)年、文安年間の三期の板碑（鎌倉、室町時代に流行した卒塔婆の一種）があり、文和3年の板碑は区内でも古いものです。,,東京メトロ丸ノ内線「中野新橋」駅から470m,,,,,,,,,歴史・旧跡,164-0012,,,,,,,,2020/11/18
131148,13,東京都,中野区,本郷氷川神社,ホンゴウヒカワジンジャ,,0701a,東京都中野区本町4-10-3,,35.694107,139.67337,,,,,,,本町4丁目の氷川神社は、文明元年（1469）に太田道灌が江戸城を築く際、鎮護のために大宮氷川神社より勧請し、創建したといわれています。御祭神は素戔鳴尊（すさのおのみこと）。江戸時代には、かつて本郷村と呼ばれていた地域の鎮守でした。社の正面にある一対の狛犬のうち、阿（あ）形の狛犬は、授乳している姿となっています。境内の奥には、同じく中野区認定観光資源の本郷道改修記念碑があります。,,東京メトロ丸ノ内線「中野新橋」駅から徒歩5分,,,,03-3381-6297,,,,,歴史・旧跡,164-0012,,,,,,,,2020/11/18
131148,14,東京都,中野区,本郷道改修記念碑,ホンゴウドウカイシュウキネンヒ,,0613a,東京都中野区本町4-10-3,,35.694107,139.67337,,,,,,,本郷道改修記念碑は、本郷氷川神社境内の奥にあります。本郷道は、かつて同社の傍らを通っていた、馬車や荷車が行き来する道でした。この道が損壊した際に、有志土方平吉が発起人となり、賛成者8名と水車所有者、近辺の住民との寄附金によって、明治33年（1900）4月から改修工事を開始。2年余で完成したと碑に記されています。発起人以下賛同者のほとんどは、当時の村の有力者です。この記念碑は、旧村の生活を物語るなごりといえるでしょう。,,東京メトロ丸ノ内線「中野新橋」駅から徒歩5分,,,,03-3381-6297,,,,,歴史・旧跡,164-0012,,,,,,,,2020/11/18
131148,15,東京都,中野区,宝仙寺三重塔跡,ホウセンジサンジュウノトウアト,,0702a,東京都中野区中央1-41,,35.698669,139.683868,,,,,,,宝仙寺三重塔は、現在の区立第十中学校の校庭に建っていました。旧地名の塔山は、これにちなんだものです。寛永年間（17世紀前期～中期）の建築で、高さ24メートル、屋根は檜皮葺。江戸近郊で唯一の三重塔でしたが、昭和20年（1945）5月の大空襲で焼失しました。残されている写真や実測図から、池上本門寺五重塔や上野寛永寺五重塔と並んで、江戸時代初期の典型的な建造物だったことがわかります。古記録には、中野村の飯塚惣兵衛夫妻が施主になって建立したとあり、かつては夫妻の木像が塔内に安置されていました。,,東京メトロ丸ノ内線・都営大江戸線「中野坂上」駅から徒歩4分,,,宝仙寺,03-3371-7101,,,,,歴史・旧跡,164-0011,,,,,,,,2020/11/18
131148,16,東京都,中野区,明徳稲荷神社,メイトクイナリジンジャ,,0701a,東京都中野区中央2-52-1,,35.699059,139.676971,,,,,,,明徳稲荷神社は、江戸時代に中野村の名主を務めた堀江家の敷地（2万1000㎡）の北東の隅にあります。北東の方角は鬼や災難が入ってくる鬼門として忌み嫌われ、堀江家では神を祀って鬼門除けとしました。堀江家文書によれば、中野宿で市場の繁栄と安全のために祀った市神という神社の記録があり、これが明徳稲荷なのではないかとも考えられます。大正時代に地元の人たちが堀江家から稲荷神社を譲り受け、現在に至っています。建造物や古記録は残っていませんが、狐の彫り物のある慶応3年（1867）の手水鉢にわずかながら往時をしのぶことができます。この神社には明徳稲荷のほか、火伏せの秋葉神社と雨乞いの榛名神社とが合祀されています。,,東京メトロ丸ノ内線・都営大江戸線「中野坂上」駅から徒歩8分,,,,,,,,,歴史・旧跡,164-0011,,,,,,,,2020/11/18
131148,17,東京都,中野区,白玉稲荷神社,シラタマイナリジンジャ,,0701a,東京都中野区中央2-8-24,,35.698456,139.682556,,,,,,,白玉稲荷神社は、もとは宝仙寺境内にありましたが、明治維新後に分社されて以後、この地であがめられてきました。白玉稲荷神社の裏に残されている石の鳥居には、「奉納歳豊饒小下中」「明治十四年巳十月」、そして願主として浅田甚右エ門以下50人の氏名が刻まれています。青梅街道に面した家々は江戸時代末期、半商半農の生活を営んでいて、村内は上・中・下の3宿にわけられていました。「小下中」とは、下とされた家をさらに大・小にわけた小下組中という意味。この文は明治の初め頃の漢学者・南摩綱紀の依頼によって成瀬大域が書いたもので、区内の金石文の中でも風格のある名筆といわれています。,,東京メトロ丸ノ内線・都営大江戸線「中野坂上」駅から徒歩2分,,,,,,,,,歴史・旧跡,164-0011,,,,,,,,2020/11/18
131148,18,東京都,中野区,宝仙寺,ホウセンジ,,0702a,東京都中野区中央2-33-3,,35.698196,139.679214,,,,,,,中野区でも屈指の広大な寺院で、千年近くの歴史を誇ります。著名人の葬儀・告別式も多く執り行われることでも有名な寺院です。本尊の不動明王は奈良東大寺の開山で有名な良弁の作と伝えられています。寺院内には忿怒形相の阿吽の仁王が立つ山門や、堀江家の墓所、中野町役場跡などもあります。宝仙寺は、御府内八十八ケ所12番札所、関東三十六不動霊場第15番札所にも指定されています。,,東京メトロ丸ノ内線「中野坂上」駅から徒歩8分,,,,,,,,,歴史・旧跡,164-0011,,,,,,,,2020/11/18
131148,19,東京都,中野区,中野町役場跡,ナカノマチヤクバアト,,0603a,東京都中野区中央2-33-3,,35.698196,139.679214,,,,,,,中野の古刹でもある宝仙寺。その境内には３重の塔をバックにして立派な石碑がたっています。そこにはよく見ると「中野町役場」の文字が刻まれているのですが、明治時代から昭和初頭まで、中野町役場が、その後中野区役所がこの宝仙寺境内に置かれていたそうです。中野町（なかのまち）とは、かつて東京府豊多摩群に存在した街の一つで、1897年（明治30年）に生まれました。現在の中野区の南部にあたる地域で、現在の地名では、中央、中野、本町、南台、弥生町、上高田の一部にあたります。明治時代中期まで青梅街道沿いを中心として産業が発展し、甲武鉄道の開通、中野駅ができると、徐々に住宅化が進み、さらには関東大震災以降、市街化が進みました。産業化と言えば、中野には現在でも様々な伝統工芸の工房があるのですが、当時、江戸の中心部から人々とともに職人も移ってきたと言われています。その後昭和7(1932)年には、中野町、野方町が合併し、東京市中野区となりました。,,東京メトロ丸ノ内線「中野坂上」駅から徒歩8分,,,,,,,,,歴史・旧跡,164-0011,,,,,,,,2020/11/18
131148,20,東京都,中野区,堀江家の墓所,ホリエケノボショ,,2010a,東京都中野区中央2-33-3,,35.698196,139.679214,,,,,,,十二代重賢の徳川幕府への届出書によれば、越前（福井県）から堀江家の先祖・兵部が農民十数名とともにこの地に来て、弘治元年（1555）に中野の開発に着手した、とされています。当時関東を支配していた小田原北条氏から小代官に、閉幕後も歴代の当主は中野村の名主に任命され、有力な指導者となりました。堀江家の業績により、中野村は次第に発展。その聞の村政及び幕府との関係文書は「堀江家文書」として東京都立大学に保管され、研究に供されています。堀江家は将軍鷹場の村々への御用触次、青梅街道中野宿の問屋場役人、組合村寄場役人のほか、江戸城内への種物・なす苗の上納など各方面に事跡を残しました。明治以後の業績も大きく、中野区の発展の礎といえます。,,東京メトロ丸ノ内線・都営大江戸線「中野坂上」駅から徒歩7分,,,宝仙寺墓地,03-3371-7101,,,,,歴史・旧跡,164-0011,,,,,,,,2020/11/18
131148,21,東京都,中野区,慈眼寺,ジゲンジ,,0702a,東京都中野区中央3-33-3,,35.697674,139.672073,,,,,,,東京メトロ丸ノ内線「新中野」の駅を降りて新宿方面に青梅街道を歩いていくと、左側に慈眼寺があります。このお寺は天文13（1544）年の創建と伝えられ、以前は、現在地から北東の中央3-7付近にあったのが、江戸時代にこの地に移転しました。入口付近には金色に輝くパゴダ（仏塔）が置かれていますが、この中にはタイ国の寺院から寄贈された仏舎利が安置され、東京における東南アジアの仏教徒の信仰を集めています。また、寺院内には地蔵や庚申塔など多くの石仏があります。,,東京メトロ丸ノ内線「新中野」駅から徒歩7分,,,,,,,,,歴史・旧跡,164-0011,,,,,,,,2020/11/18
131148,22,東京都,中野区,中野氷川神社,ナカノヒカワジンジャ,,0701a,東京都中野区東中野1-11-1,,35.701965,139.68309,,,,,,,長元3（1030）年平忠常の乱を征討する時、源頼信が大宮氷川神社の神霊を勧進し祠を建てたのが起源といわれています。また、文明9（1477年）、太田道灌が豊島一族討伐の折、戦勝祈願をし、その凱旋後、社殿を造営したとも伝えられています。社内には、祭礼の時、村の若人達によって競われた重量挙げの力技に使われたと思われる力石や、7～800年前の作と言われている狛犬など数多くの中野区指定有形文化財があります。また、毎年9月に行われる例大祭は、区内最大級のお祭りで、山手通りを練り歩くお神輿はとても迫力があります。,,ＪＲ中央線「東中野」駅西口から徒歩11分,,,,,,,,,歴史・旧跡,164-0003,,,,,,,,2020/11/18
131148,23,東京都,中野区,中野史跡碑,ナカノシセキヒ,,0603a,東京都中野区中野4-8-1,中野区役所内,35.707546,139.663818,,,,,,,昭和43（1968）年、区役所新庁舎がこの地に整備されたことを記念して建てられました。かつて、区役所周辺では、徳川五代将軍綱吉が御囲いを設けていたことや、八代将軍吉宗が桃の木を植えて御立場を設けたこと、明治に入って中野電信隊・鉄道隊が創設されたこと、陸軍中野学校が整備されたことなど時代とともに役割を変えていった土地の変遷が見られます。,,ＪＲ中央線「中野」駅北口から徒歩4分,,,,,,,,,歴史・旧跡,164-0001,,,,,,,,2020/11/18
131148,24,東京都,中野区,中野の犬屋敷,ナカノノイヌヤシキ,,0603a,東京都中野区中野4-8-1,中野区役所内,35.707546,139.663818,,,,,,,犬屋敷は徳川五代将軍綱吉が設けた幕府による犬の保護施設で、「お囲い御用屋敷」ともいいました。中野4丁目あたりの旧町名「囲町」はこれに由来します。綱吉は生類憐みの令によって殺生を制限し、特に犬は厳重に保護。江戸郊外の中野に最も大規模な犬屋敷をつくり、多数の役人や医者を置いて飼育にあたらせました。元禄8（1695）年末に収容を開始し、綱吉の死去により宝永6（1709）年に廃止されるまで、15年間存続しました。敷地は現在の区役所を中心に約30万坪。5つの犬囲には犬小屋・餌場・日除場・子犬養育場など様々な建物があり、幕府の公式記録によると、収容を始めてすぐに10万頭もの犬が集まったそうです。莫大な費用は、江戸の商家や天領の農民たちが負担しました。この犬屋敷があったことを示す犬の像が中野区役所前に設置されています。,,JR中央・総武線・東京メトロ東西線「中野」駅から徒歩4分,,,,,,,,,歴史・旧跡,164-0001,,,,,,,,2020/11/18
131148,25,東京都,中野区,北野神社（中野）,キタノジンジャ（ナカノ）,,0701a,東京都中野区中野5-8,,35.707836,139.671799,,,,,,,保存樹林により形成される緑と古の拝殿や鳥居等でつくりだす神聖な雰囲気が感じられます。本殿の東側に並ぶ如意輪観音講塔と、庚申塔2体の石仏は、かつて北野神社の前の道路際にあったもので、青梅街道から新井薬師へ参詣する人の安全を祈り、道しるべもかねてつくられたと考えられています。この3体の石仏は中野区登録有形文化財または指定有形文化財となっています。,,西武新宿線「沼袋」駅から徒歩10分,,,,,,,,,歴史・旧跡,164-0001,,,,,,,,2020/11/18
131148,26,東京都,中野区,龍昌寺,リュウショウジ,,0702a,東京都中野区中野6-3-7,,35.708263,139.677429,,,,,,,早稲田通り沿い、多くの寺が並んでいる一角にあります。青松寺（東京都港区）の七世瑞翁俊鷲（しゅんさく）大和和尚により、天正6（1578）年に開山されましたが、明治維新後、四谷塩町より当地へ移転しました。境内には境内に稲荷社、鐘突堂、地蔵尊があります。,,ＪＲ中央線「東中野」駅西口から徒歩12分,,,,,,,,,歴史・旧跡,164-0001,,,,,,,,2020/11/18
131148,27,東京都,中野区,青原寺,セイゲンジ,,0702a,東京都中野区上高田1-2-3,,35.709194,139.680573,,,,,,,早稲田通り沿い、多くの寺が並んでいる一角にあります。永正10年、太田道灌の師で、芝青松寺の開山である雲岡瞬徳（うんこうしゅんとく）禅師によって創建されました。もともとは青山北町にありましたが、明治42年に当地に移りました。,,東京メトロ東西線「落合」駅から徒歩8分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,28,東京都,中野区,朱楽菅江の墓,アケラカンコウノハカ,,2010a,東京都中野区上高田1-2-3,,35.709194,139.680573,,,,,,,"青原寺には江戸寛政年間の有数な狂歌師、朱楽菅江（あけらかんこう）の墓があります。菅江は蜀山人などと並んで狂歌をもって名声をあげた人です。朱楽菅江の名前は“あっけらかん”に由来するともいわれています。",,東京メトロ東西線「落合」駅から徒歩8分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,29,東京都,中野区,源通寺,ゲンツウジ,,0702a,東京都中野区上高田1-2-7,,35.708931,139.679993,,,,,,,早稲田通り沿い、多くの寺が並んでいる一角にあります。慶長15（1610）年、松本城主小笠原長時の子・長隆により開設され、はじめ湯島南ヶ岡に建立されましたが、火災等による数度の移転の後、明治41（1908）年この地に移ってきました。寺院には江戸末期から明治中頃に活躍した劇作家河竹黙阿弥の墓（中野区登録有形文化財）があります。,,ＪＲ中央線「東中野」駅西口から徒歩11分、東京メトロ東西線「落合」駅から徒歩14分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,30,東京都,中野区,河竹黙阿弥の墓,カワタケモクアミノハカ,,2010a,東京都中野区上高田1-2-7,,35.708931,139.679993,,,,,,,江戸末期から明治中頃に活躍した大劇作家、河竹黙阿弥（本姓吉村、二代河竹新七、1816～1893）の墓所が、上高田の源通寺墓地にあります。黙阿弥は鼠小僧次郎吉を義賊にした作品をはじめ、「三人吉三」「白浪五人男」など盗賊を主人公とした生世話狂言で世相を写実的に描く近代演劇への道を開きました。しかし幕府が写実的傾向を禁じて勧善懲悪を奨励したため、作風の転換を強いられます。その後、幕末・維新期の激動の中、江戸後期の歌舞伎の創作法を整理・集大成し、「真に江戸演劇の大問屋」と坪内逍遥に評されました。また作品は、四代市川小団次をはじめとする歴代の名優に演じられました。明治41年（1908）、源通寺とともに黙阿弥の墓も浅草から移転しました。,,JR中央・総武線・都営大江戸線「東中野」駅から徒歩7分,,,源通寺,03-3371-8817,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,31,東京都,中野区,高徳寺,コウトクジ,,0702a,東京都中野区上高田1-2-9,,35.708794,139.679688,,,,,,,早稲田通り沿い、多くの寺が並んでいる一角にあります。建仁元(1201)年、信州粟原（長野県）に正行寺として釈了智によって開山されました。その後、群馬県、千葉県、江戸八丁堀、浅草北松山町と移り渡り、明治41（1908）年にこの地に移ってきました。寺院には徳川六代将軍に仕えた新井白石の墓（東京都指定旧跡）があります。,,ＪＲ中央線「東中野」駅から徒歩12分、東京メトロ東西線「落合」駅から徒歩14分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,32,東京都,中野区,新井白石の墓,アライハクセキノハカ,,2010a,東京都中野区上高田1-2-9,,35.708794,139.679688,月火水木金土日,7:30,17:30,開始時間・終了時間は開門時間を示す。,,,新井白石（明暦3年（1657）～亨保10年（1725）、満68歳没）は江戸中期の朱子学者であり政治家です。本名は君美（きんみ）、通称は勘解由（かげゆ）といい、白石は号です。木下順庵に朱子学を学び、その推挙により徳川綱豊（後の家宣）の儒臣となります。宝永6年（1709）家宣が将軍になると、幕臣として間部詮房とともに家宣を補佐。正徳の治を開き、教学と政治の一致に努めました。主な事績として、武家諸法度改訂、貨幣改鋳、海舶互市新令の施行、儀式典礼の整備などが挙げられます。学者としては、合理性と実証を重んじ、朱子学的思考と実践の結合した合理主義者で、日本古代史に合理的解釈を試み、外国事情にも意を用いました。著書には「藩翰譜」「読史余論」「西洋紀聞」「采覧異言」「折たく柴の記」などがあります。,,東京メトロ東西線「落合」駅から徒歩5分,,,髙德寺,03-3368-6947,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,33,東京都,中野区,松源寺,ショウゲンジ,,0702a,東京都中野区上高田1-27-3,,35.708401,139.677795,,,,,,,早稲田通り沿い、多くの寺が並んでいる一角にあります。臨済宗妙心寺派の寺院で、当初麹町四番町に創建されましたが、牛込神楽坂に移転後、明治41(1909)年に現在の地に移りました。門前に「さる」の石像があります。さる寺との呼び名は、元禄の頃4代目住職・徳門和尚が渡船に乗ろうとした時、猿に法衣を咥え引き止められたため、乗船できませんでしたが、その船が目の前で沈没したことから、猿のおかげで難を免れたという伝えがあるためです。また、松原寺は、山の手三十三観音霊場第2番札所、東京三十三観音霊場第19番札所となっています。,,ＪＲ中央線「東中野」駅西口から徒歩15分、東京メトロ東西線「落合」駅から徒歩18分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,34,東京都,中野区,宗清寺,ソウセイジ,,0702a,東京都中野区上高田1-27-6,,35.708397,139.677322,,,,,,,早稲田通り沿い、多くの寺が並んでいる一角にあります。曹洞宗のお寺で、山門前の石柱には「宗清寺通称なが寺又たつ寺と云」と刻まれています。宗清寺は大正2（1913）年に松雲寺と合併して、当時の東京府都市計画に伴い芝松坂町より現在の地に移転してきました。,,ＪＲ中央線「東中野」駅西口から徒歩16分、東京メトロ東西線「落合」駅から徒歩18分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
131148,35,東京都,中野区,保善寺,ホゼンジ,,0702a,東京都中野区上高田1-31-2,,35.708408,139.676819,,,,,,,早稲田通り沿い、多くの寺が並んでいる一角にあります。三代将軍家光が立ち寄って獅子のような猛犬を与えたことから、獅子寺とも呼ばれています。文禄2(1593)年、武田信玄の従弟に当たる和尚による開山で、以前は牛込通寺町にありましたが、明治39（1906）年に現在地に移転してきました。和尚は武田信玄の従弟に当たる関係から、信玄公家臣末裔（まつえい）の墓が多くあります。また、本堂正面の「獅子窟」の額は、江戸時代の高僧・月舟禅師（げっしゅう）の書です。,,ＪＲ中央線「東中野」駅西口から徒歩17分,,,,,,,,,歴史・旧跡,164-0002,,,,,,,,2020/11/18
